zfin_id,zfin_symbol,zfin_name
ZDB-GENE-030516-6,clybl,citrate lyase beta like
ZDB-GENE-030519-1,tg,thyroglobulin
ZDB-GENE-030521-10,il13ra2,"interleukin 13 receptor, alpha 2"
ZDB-GENE-030521-15,erlec1,endoplasmic reticulum lectin 1
ZDB-GENE-030521-29,cnp,"2'',3''-cyclic nucleotide 3'' phosphodiesterase"
ZDB-GENE-030521-42,mns1,meiosis-specific nuclear structural 1
ZDB-GENE-030523-2,pbk,PDZ binding kinase
ZDB-GENE-030613-1,dusp6,dual specificity phosphatase 6
ZDB-GENE-030616-115,ltk,leukocyte receptor tyrosine kinase
ZDB-GENE-030616-116,itpka,inositol-trisphosphate 3-kinase A
ZDB-GENE-030616-127,ier5,immediate early response 5
ZDB-GENE-030616-128,pdzk1ip1,PDZK1 interacting protein 1
ZDB-GENE-030616-129,patj,PATJ crumbs cell polarity complex component
ZDB-GENE-030616-132,mycbp2,MYC binding protein 2
ZDB-GENE-030616-15,scel,sciellin
ZDB-GENE-030616-151,mis18bp1,MIS18 binding protein 1
ZDB-GENE-030616-153,hectd1,HECT domain containing 1
ZDB-GENE-030616-154,znf385b,zinc finger protein 385B
ZDB-GENE-030616-156,sf3a1,"splicing factor 3a, subunit 1"
ZDB-GENE-030616-158,pqbp1,polyglutamine binding protein 1
ZDB-GENE-030616-159,gpkow,G patch domain and KOW motifs
ZDB-GENE-030616-162,myh10,"myosin, heavy chain 10, non-muscle"
ZDB-GENE-030616-163,map4k2,mitogen-activated protein kinase kinase kinase kinase 2
ZDB-GENE-030616-17,slc39a13,solute carrier family 39 member 13
ZDB-GENE-030616-177,rnd2,Rho family GTPase 2
ZDB-GENE-030616-178,vat1,vesicle amine transport 1
ZDB-GENE-030616-182,fkbp7,FKBP prolyl isomerase 7
ZDB-GENE-030616-220,atmin,ATM interactor
ZDB-GENE-030616-226,itsn1,intersectin 1 (SH3 domain protein)
ZDB-GENE-030616-252,ubtf,upstream binding transcription factor
ZDB-GENE-030616-262,ivd,isovaleryl-CoA dehydrogenase
ZDB-GENE-030616-264,stat4,signal transducer and activator of transcription 4
ZDB-GENE-030616-267,phlda3,"pleckstrin homology-like domain, family A, member 3"
ZDB-GENE-030616-325,klhl6,kelch-like family member 6
ZDB-GENE-030616-328,mindy2,MINDY lysine 48 deubiquitinase 2
ZDB-GENE-030616-357,fkbp11,FKBP prolyl isomerase 11
ZDB-GENE-030616-358,drc2,dynein regulatory complex subunit 2
ZDB-GENE-030616-382,grk3,G protein-coupled receptor kinase 3
ZDB-GENE-030616-4,chsy3,chondroitin sulfate synthase 3
ZDB-GENE-030616-400,g2e3,G2/M-phase specific E3 ubiquitin protein ligase
ZDB-GENE-030616-403,coch,"coagulation factor C homolog, cochlin (Limulus polyphemus)"
ZDB-GENE-030616-404,ap4s1,adaptor related protein complex 4 subunit sigma 1
ZDB-GENE-030616-405,strn3,"striatin, calmodulin binding protein 3"
ZDB-GENE-030616-408,cenpn,centromere protein N
ZDB-GENE-030616-409,cmc2,C-x(9)-C motif containing 2
ZDB-GENE-030616-417,cblb,"Cbl proto-oncogene B, E3 ubiquitin protein ligase"
ZDB-GENE-030616-419,fkbp3,FKBP prolyl isomerase 3
ZDB-GENE-030616-42,pde6a,"phosphodiesterase 6A, cGMP-specific, rod, alpha"
ZDB-GENE-030616-420,prpf39,PRP39 pre-mRNA processing factor 39 homolog (yeast)
ZDB-GENE-030616-43,ppargc1b,"peroxisome proliferator-activated receptor gamma, coactivator 1 beta"
ZDB-GENE-030616-438,skap2,src kinase associated phosphoprotein 2
ZDB-GENE-030616-450,epb41l5,erythrocyte membrane protein band 4.1 like 5
ZDB-GENE-030616-499,lpar1,lysophosphatidic acid receptor 1
ZDB-GENE-030616-5,wdr75,WD repeat domain 75
ZDB-GENE-030616-51,atp11c,ATPase phospholipid transporting 11C (ATP11C blood group)
ZDB-GENE-030616-511,abcc4,ATP binding cassette subfamily C member 4 (PEL blood group)
ZDB-GENE-030616-513,rassf6,Ras association domain family member 6
ZDB-GENE-030616-518,rsu1,Ras suppressor protein 1
ZDB-GENE-030616-528,pms1,"PMS1 homolog 1, mismatch repair system component"
ZDB-GENE-030616-529,ormdl1,ORMDL sphingolipid biosynthesis regulator 1
ZDB-GENE-030616-531,adat3,adenosine deaminase tRNA specific 3
ZDB-GENE-030616-532,osgepl1,O-sialoglycoprotein endopeptidase-like 1
ZDB-GENE-030616-538,tubgcp3,tubulin gamma complex component 3
ZDB-GENE-030616-54,thoc2,THO complex 2
ZDB-GENE-030616-541,kpna3,karyopherin alpha 3 (importin alpha 4)
ZDB-GENE-030616-542,ebpl,EBP like
ZDB-GENE-030616-55,slc35a5,solute carrier family 35 member A5
ZDB-GENE-030616-558,pkd2l1,polycystic kidney disease 2-like 1
ZDB-GENE-030616-56,ccdc80,coiled-coil domain containing 80
ZDB-GENE-030616-563,tbp,TATA box binding protein
ZDB-GENE-030616-565,cep68,centrosomal protein 68
ZDB-GENE-030616-566,slc1a4,solute carrier family 1 member 4
ZDB-GENE-030616-572,scrib,scribble planar cell polarity protein
ZDB-GENE-030616-579,ptf1a,pancreas associated transcription factor 1a
ZDB-GENE-030616-585,prmt5,protein arginine methyltransferase 5
ZDB-GENE-030616-587,ap1g2,adaptor related protein complex 1 subunit gamma 2
ZDB-GENE-030616-588,nedd8,NEDD8 ubiquitin like modifier
ZDB-GENE-030616-591,dhrs1,dehydrogenase/reductase (SDR family) member 1
ZDB-GENE-030616-594,plcb3,"phospholipase C, beta 3 (phosphatidylinositol-specific)"
ZDB-GENE-030616-596,brms1,BRMS1 transcriptional repressor and anoikis regulator
ZDB-GENE-030616-605,pcgf1,polycomb group ring finger 1
ZDB-GENE-030616-608,iars2,"isoleucyl-tRNA synthetase 2, mitochondrial"
ZDB-GENE-030616-609,ppp1cb,"protein phosphatase 1, catalytic subunit, beta isozyme"
ZDB-GENE-030616-610,rab3gap2,RAB3 GTPase activating protein subunit 2 (non-catalytic)
ZDB-GENE-030616-614,rrm2b,ribonucleotide reductase M2 b
ZDB-GENE-030616-616,laptm4b,lysosomal protein transmembrane 4 beta
ZDB-GENE-030616-617,echs1,"enoyl CoA hydratase, short chain, 1, mitochondrial"
ZDB-GENE-030616-618,fuom,fucose mutarotase
ZDB-GENE-030616-62,slc35a2,solute carrier family 35 member 2
ZDB-GENE-030616-621,znf511,zinc finger protein 511
ZDB-GENE-030616-624,znf536,zinc finger protein 536
ZDB-GENE-030616-63,bcap31,B cell receptor associated protein 31
ZDB-GENE-030616-630,fkbp5,FKBP prolyl isomerase 5
ZDB-GENE-030616-67,ube2h,"ubiquitin-conjugating enzyme E2H (UBC8 homolog, yeast)"
ZDB-GENE-030616-72,ube2a,ubiquitin-conjugating enzyme E2A (RAD6 homolog)
ZDB-GENE-030616-73,nkrf,NFKB repressing factor
ZDB-GENE-030616-77,p2ry4,pyrimidinergic receptor P2Y4
ZDB-GENE-030616-80,rflna,refilin A
ZDB-GENE-030616-81,ncor2,nuclear receptor corepressor 2
ZDB-GENE-030616-82,cntfr,ciliary neurotrophic factor receptor
ZDB-GENE-030619-1,hic2,hypermethylated in cancer 2
ZDB-GENE-030619-14,plk4,polo-like kinase 4 (Drosophila)
ZDB-GENE-030619-9,ctsc,cathepsin C
ZDB-GENE-030624-1,ptn,pleiotrophin
ZDB-GENE-030707-1,anxa4,annexin A4
ZDB-GENE-030707-3,anxa6,annexin A6
ZDB-GENE-030708-2,zic3,"zic family member 3 heterotaxy 1 (odd-paired homolog, Drosophila)"
ZDB-GENE-030710-5,rtn3,reticulon 3
ZDB-GENE-030711-2,serpind1,"serpin peptidase inhibitor, clade D (heparin cofactor), member 1"
ZDB-GENE-030711-4,atp6v1b2,ATPase H+ transporting V1 subunit B2
ZDB-GENE-030716-1,elk4,ETS transcription factor ELK4
ZDB-GENE-030716-2,elk3,ETS transcription factor ELK3
ZDB-GENE-030717-3,slc26a2,solute carrier family 26 member 2
ZDB-GENE-030717-5,sts,"steroid sulfatase (microsomal), isozyme S"
ZDB-GENE-030722-1,msgn1,mesogenin 1
ZDB-GENE-030722-2,mapk1,mitogen-activated protein kinase 1
ZDB-GENE-030722-6,pmm2,phosphomannomutase 2
ZDB-GENE-030722-9,glo1,glyoxalase 1
ZDB-GENE-030723-3,tgfb2,"transforming growth factor, beta 2"
ZDB-GENE-030723-4,tgfb3,"transforming growth factor, beta 3"
ZDB-GENE-030723-5,dcp1a,decapping mRNA 1A
ZDB-GENE-030724-1,sgce,"sarcoglycan, epsilon"
ZDB-GENE-030724-2,sgcg,"sarcoglycan, gamma"
ZDB-GENE-030724-3,sgcz,"sarcoglycan, zeta"
ZDB-GENE-030725-2,gh1,growth hormone 1
ZDB-GENE-030728-1,rgs9bp,regulator of G protein signaling 9 binding protein
ZDB-GENE-030728-3,paqr8,progestin and adipoQ receptor family member VIII
ZDB-GENE-030729-1,oprk1,"opioid receptor, kappa 1"
ZDB-GENE-030729-15,cmtm6,CKLF-like MARVEL transmembrane domain containing 6
ZDB-GENE-030729-16,helb,helicase (DNA) B
ZDB-GENE-030729-18,strbp,spermatid perinuclear RNA binding protein
ZDB-GENE-030729-30,slirp,SRA stem-loop interacting RNA binding protein
ZDB-GENE-030729-32,fgf19,fibroblast growth factor 19
ZDB-GENE-030729-33,lto1,LTO1 maturation factor of ABCE1
ZDB-GENE-030729-4,nat8l,N-acetyltransferase 8-like
ZDB-GENE-030729-8,gpt2,glutamic pyruvate transaminase (alanine aminotransferase) 2
ZDB-GENE-030729-9,lamp2,lysosomal-associated membrane protein 2
ZDB-GENE-030730-1,neurod4,neuronal differentiation 4
ZDB-GENE-030801-1,sestd1,SEC14 and spectrin domains 1
ZDB-GENE-030804-1,tnr,"tenascin R (restrictin, janusin)"
ZDB-GENE-030804-11,lbr,lamin B receptor
ZDB-GENE-030804-13,cdca3,cell division cycle associated 3
ZDB-GENE-030804-15,wipf3,WAS/WASL interacting protein family member 3
ZDB-GENE-030805-2,pdgfrb,"platelet-derived growth factor receptor, beta polypeptide"
ZDB-GENE-030805-5,tbx1,T-box transcription factor 1
ZDB-GENE-030813-2,piwil1,piwi-like RNA-mediated gene silencing 1
ZDB-GENE-030814-1,bdkrb1,bradykinin receptor B1
ZDB-GENE-030814-2,tp73,tumor protein p73
ZDB-GENE-030815-1,tmem35,transmembrane protein 35
ZDB-GENE-030818-1,zar1,zygote arrest 1
ZDB-GENE-030819-1,tp63,tumor protein p63
ZDB-GENE-030820-1,kif1b,kinesin family member 1B
ZDB-GENE-030820-2,stat5a,signal transducer and activator of transcription 5a
ZDB-GENE-030820-3,tshz1,teashirt zinc finger homeobox 1
ZDB-GENE-030822-1,tuba1b,"tubulin, alpha 1b"
ZDB-GENE-030825-2,bcl2l10,BCL2 like 10
ZDB-GENE-030825-3,casp2,"caspase 2, apoptosis-related cysteine peptidase"
ZDB-GENE-030825-5,casp9,"caspase 9, apoptosis-related cysteine peptidase"
ZDB-GENE-030825-6,birc2,baculoviral IAP repeat containing 2
ZDB-GENE-030825-7,xiap,X-linked inhibitor of apoptosis
ZDB-GENE-030826-10,tmbim6,transmembrane BAX inhibitor motif containing 6
ZDB-GENE-030826-11,aifm1,apoptosis inducing factor mitochondrion associated 1
ZDB-GENE-030826-13,plaa,phospholipase A2-activating protein
ZDB-GENE-030826-15,higd1a,"HIG1 hypoxia inducible domain family, member 1A"
ZDB-GENE-030826-16,tpm3,tropomyosin 3
ZDB-GENE-030826-18,prdx3,peroxiredoxin 3
ZDB-GENE-030826-19,hif1an,hypoxia inducible factor 1 subunit alpha inhibitor
ZDB-GENE-030826-20,rab14,"RAB14, member RAS oncogene family"
ZDB-GENE-030826-27,ggcx,gamma-glutamyl carboxylase
ZDB-GENE-030826-28,ssr1,"signal sequence receptor, alpha"
ZDB-GENE-030826-29,pak1,p21 protein (Cdc42/Rac)-activated kinase 1
ZDB-GENE-030826-30,rab13,"RAB13, member RAS oncogene family"
ZDB-GENE-030826-31,gys2,glycogen synthase 2
ZDB-GENE-030826-33,mvp,major vault protein
ZDB-GENE-030826-35,celf2,"cugbp, Elav-like family member 2"
ZDB-GENE-030826-4,dffb,"DNA fragmentation factor, beta polypeptide (caspase-activated DNase)"
ZDB-GENE-030826-8,casp8ap2,caspase 8 associated protein 2
ZDB-GENE-030826-9,thoc1,THO complex 1
ZDB-GENE-030827-1,p4ha2,"procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide 2"
ZDB-GENE-030827-3,map3k5,mitogen-activated protein kinase kinase kinase 5
ZDB-GENE-030827-5,nusap1,nucleolar and spindle associated protein 1
ZDB-GENE-030828-10,tjp3,tight junction protein 3
ZDB-GENE-030828-12,hspa9,heat shock protein 9
ZDB-GENE-030828-3,e2f5,E2F transcription factor 5
ZDB-GENE-030828-4,dnd1,DND microRNA-mediated repression inhibitor 1
ZDB-GENE-030828-5,hes6,hes family bHLH transcription factor 6
ZDB-GENE-030829-1,guca1c,guanylate cyclase activator 1C
ZDB-GENE-030829-24,akip1,A kinase (PRKA) interacting protein 1
ZDB-GENE-030829-25,slc2a8,solute carrier family 2 member 8
ZDB-GENE-030829-26,pcnt,pericentrin
ZDB-GENE-030829-32,sall2,spalt-like transcription factor 2
ZDB-GENE-030829-40,ppp1r15b,"protein phosphatase 1, regulatory subunit 15B"
ZDB-GENE-030902-1,cyp1b1,"cytochrome P450, family 1, subfamily B, polypeptide 1"
ZDB-GENE-030902-2,cbr1,carbonyl reductase 1
ZDB-GENE-030902-3,ripk2,receptor-interacting serine-threonine kinase 2
ZDB-GENE-030903-1,cadps2,Ca++-dependent secretion activator 2
ZDB-GENE-030903-2,cdk8,cyclin dependent kinase 8
ZDB-GENE-030903-3,nr1i2,"nuclear receptor subfamily 1, group I, member 2"
ZDB-GENE-030904-8,vax2,ventral anterior homeobox 2
ZDB-GENE-030904-9,vax1,ventral anterior homeobox 1
ZDB-GENE-030909-1,sox2,SRY-box transcription factor 2
ZDB-GENE-030909-11,pck1,phosphoenolpyruvate carboxykinase 1 (soluble)
ZDB-GENE-030909-12,gtpbp1,GTP binding protein 1
ZDB-GENE-030909-14,hs6st2,heparan sulfate 6-O-sulfotransferase 2
ZDB-GENE-030909-2,add1,adducin 1 (alpha)
ZDB-GENE-030909-5,aktip,akt interacting protein
ZDB-GENE-030909-6,mcm6,minichromosome maintenance complex component 6
ZDB-GENE-030909-9,gad2,glutamate decarboxylase 2
ZDB-GENE-030910-3,cdh17,"cadherin 17, LI cadherin (liver-intestine)"
ZDB-GENE-030911-10,sbf2,SET binding factor 2
ZDB-GENE-030911-7,disp1,dispatched homolog 1 (Drosophila)
ZDB-GENE-030911-8,atf2,activating transcription factor 2
ZDB-GENE-030912-11,atrx,ATRX chromatin remodeler
ZDB-GENE-030912-13,bmp8a,bone morphogenetic protein 8a
ZDB-GENE-030912-3,rpa1,replication protein A1
ZDB-GENE-030912-4,aaas,"achalasia, adrenocortical insufficiency, alacrimia"
ZDB-GENE-030912-5,fbxl3a,F-box and leucine-rich repeat protein 3a
ZDB-GENE-030912-6,stk36,"serine/threonine kinase 36 (fused homolog, Drosophila)"
ZDB-GENE-030912-7,trpv4,"transient receptor potential cation channel, subfamily V, member 4"
ZDB-GENE-030912-8,trpv1,"transient receptor potential cation channel, subfamily V, member 1"
ZDB-GENE-030912-9,dhcr7,7-dehydrocholesterol reductase
ZDB-GENE-030916-2,cntnap1,contactin associated protein 1
ZDB-GENE-030919-2,slc7a4,solute carrier family 7 member 4
ZDB-GENE-030925-12,fbxl2,F-box and leucine-rich repeat protein 2
ZDB-GENE-030925-2,stox1,storkhead box 1
ZDB-GENE-030925-25,slc31a2,solute carrier family 31 member 2
ZDB-GENE-030925-46,ighm,immunoglobulin heavy constant mu
ZDB-GENE-030926-1,vps13a,vacuolar protein sorting 13 homolog A
ZDB-GENE-031001-1,hspa12a,heat shock protein 12A
ZDB-GENE-031001-10,efhc2,EF-hand domain (C-terminal) containing 2
ZDB-GENE-031001-11,hspa5,heat shock protein 5
ZDB-GENE-031001-12,tsc22d2,TSC22 domain family 2
ZDB-GENE-031001-5,mtr,5-methyltetrahydrofolate-homocysteine methyltransferase
ZDB-GENE-031001-8,ddx27,DEAD (Asp-Glu-Ala-Asp) box polypeptide 27
ZDB-GENE-031001-9,rpl7a,ribosomal protein L7a
ZDB-GENE-031002-1,hsp90b1,"heat shock protein 90, beta (grp94), member 1"
ZDB-GENE-031002-10,rhov,ras homolog family member V
ZDB-GENE-031002-33,pfn1,profilin 1
ZDB-GENE-031002-35,ddit4,DNA-damage-inducible transcript 4
ZDB-GENE-031002-47,tiparp,TCDD-inducible poly(ADP-ribose) polymerase
ZDB-GENE-031002-48,tln1,talin 1
ZDB-GENE-031002-50,fam49a,family with sequence similarity 49 member A
ZDB-GENE-031002-9,pdia3,"protein disulfide isomerase family A, member 3"
ZDB-GENE-031006-1,idh1,isocitrate dehydrogenase (NADP(+)) 1
ZDB-GENE-031006-11,slc25a12,solute carrier family 25 member 12
ZDB-GENE-031006-2,pah,phenylalanine hydroxylase
ZDB-GENE-031006-3,sptbn1,"spectrin, beta, non-erythrocytic 1"
ZDB-GENE-031006-4,abat,4-aminobutyrate aminotransferase
ZDB-GENE-031006-5,eno3,"enolase 3, (beta, muscle)"
ZDB-GENE-031006-6,ncf1,neutrophil cytosolic factor 1
ZDB-GENE-031006-9,mgll,monoglyceride lipase
ZDB-GENE-031007-1,rpl13,ribosomal protein L13
ZDB-GENE-031007-2,sirt6,sirtuin 6
ZDB-GENE-031007-5,akt2,AKT serine/threonine kinase 2
ZDB-GENE-031007-6,dmxl2,Dmx-like 2
ZDB-GENE-031007-7,emx1,empty spiracles homeobox 1
ZDB-GENE-031008-1,btg4,B-cell translocation gene 4
ZDB-GENE-031008-3,fem1c,fem-1 homolog c
ZDB-GENE-031010-21,fga,fibrinogen alpha chain
ZDB-GENE-031010-34,ttc21b,tetratricopeptide repeat domain 21B
ZDB-GENE-031010-35,p3h1,prolyl 3-hydroxylase 1
ZDB-GENE-031014-1,smad9,SMAD family member 9
ZDB-GENE-031016-2,hopx,HOP homeobox
ZDB-GENE-031018-3,tp53inp1,tumor protein p53 inducible nuclear protein 1
ZDB-GENE-031019-1,timm8b,translocase of inner mitochondrial membrane 8 homolog B (yeast)
ZDB-GENE-031027-1,alk,ALK receptor tyrosine kinase
ZDB-GENE-031030-11,cep97,centrosomal protein 97
ZDB-GENE-031030-13,ngdn,"neuroguidin, EIF4E binding protein"
ZDB-GENE-031030-14,pik3ip1,phosphoinositide-3-kinase interacting protein 1
ZDB-GENE-031030-3,ddx49,DEAD (Asp-Glu-Ala-Asp) box polypeptide 49
ZDB-GENE-031030-5,taf12,"TAF12 RNA polymerase II, TATA box binding protein (TBP)-associated factor"
ZDB-GENE-031030-6,timm17a,translocase of inner mitochondrial membrane 17 homolog A (yeast)
ZDB-GENE-031030-9,zcchc9,"zinc finger, CCHC domain containing 9"
ZDB-GENE-031031-3,asb16,ankyrin repeat and SOCS box containing 16
ZDB-GENE-031105-2,cyc1,cytochrome c-1
ZDB-GENE-031106-3,scd,stearoyl-CoA desaturase (delta-9-desaturase)
ZDB-GENE-031110-2,mtg1,mitochondrial ribosome-associated GTPase 1
ZDB-GENE-031110-4,tubb5,"tubulin, beta 5"
ZDB-GENE-031112-1,myh6,"myosin, heavy chain 6, cardiac muscle, alpha"
ZDB-GENE-031112-11,fen1,flap structure-specific endonuclease 1
ZDB-GENE-031112-2,uba5,ubiquitin-like modifier activating enzyme 5
ZDB-GENE-031112-5,asph,aspartate beta-hydroxylase
ZDB-GENE-031112-7,apc,APC regulator of WNT signaling pathway
ZDB-GENE-031112-9,gemin5,gem (nuclear organelle) associated protein 5
ZDB-GENE-031113-10,ddx21,DEAD (Asp-Glu-Ala-Asp) box helicase 21
ZDB-GENE-031113-23,lrig1,leucine-rich repeats and immunoglobulin-like domains 1
ZDB-GENE-031113-4,mpp1,MAGUK p55 scaffold protein 1
ZDB-GENE-031113-5,znf503,zinc finger protein 503
ZDB-GENE-031113-6,parp2,poly (ADP-ribose) polymerase 2
ZDB-GENE-031113-8,lrrc15,leucine rich repeat containing 15
ZDB-GENE-031113-9,dnajb11,DnaJ heat shock protein family (Hsp40) member B11
ZDB-GENE-031114-4,dnaaf1,dynein axonemal assembly factor 1
ZDB-GENE-031116-2,bicra,BRD4 interacting chromatin remodeling complex associated protein
ZDB-GENE-031116-23,incenp,inner centromere protein
ZDB-GENE-031116-52,itga5,"integrin, alpha 5 (fibronectin receptor, alpha polypeptide)"
ZDB-GENE-031116-67,padi2,"peptidyl arginine deiminase, type II"
ZDB-GENE-031118-110,eif6,eukaryotic translation initiation factor 6
ZDB-GENE-031118-120,dkc1,"dyskeratosis congenita 1, dyskerin"
ZDB-GENE-031118-121,erbb2,erb-b2 receptor tyrosine kinase 2
ZDB-GENE-031118-123,stam,signal transducing adaptor molecule (SH3 domain and ITAM motif) 1
ZDB-GENE-031118-14,agps,alkylglycerone phosphate synthase
ZDB-GENE-031118-150,tubgcp2,tubulin gamma complex component 2
ZDB-GENE-031118-158,ndufaf8,NADH:ubiquinone oxidoreductase complex assembly factor 8
ZDB-GENE-031118-179,hectd3,HECT domain containing 3
ZDB-GENE-031118-2,cstf2,"cleavage stimulation factor, 3' pre-RNA, subunit 2"
ZDB-GENE-031118-202,slc25a37,solute carrier family 25 member 37
ZDB-GENE-031118-203,mettl17,methyltransferase like 17
ZDB-GENE-031118-220,gpbp1l1,GC-rich promoter binding protein 1-like 1
ZDB-GENE-031118-30,rab5c,"RAB5C, member RAS oncogene family"
ZDB-GENE-031118-31,aph1b,aph-1B gamma-secretase subunit
ZDB-GENE-031118-54,poc1b,POC1 centriolar protein B
ZDB-GENE-031118-66,ntf3,neurotrophin 3
ZDB-GENE-031118-76,aco1,"aconitase 1, soluble"
ZDB-GENE-031118-80,zfp64,zinc finger protein 64 homolog (mouse)
ZDB-GENE-031118-83,eif4ebp2,eukaryotic translation initiation factor 4E binding protein 2
ZDB-GENE-031118-95,idh2,isocitrate dehydrogenase (NADP(+)) 2
ZDB-GENE-031118-96,supt16h,"SPT16 homolog, facilitates chromatin remodeling subunit"
ZDB-GENE-031121-1,figla,folliculogenesis specific bHLH transcription factor
ZDB-GENE-031125-1,dock2,dedicator of cytokinesis 2
ZDB-GENE-031125-3,rbm19,RNA binding motif protein 19
ZDB-GENE-031125-4,hipk2,homeodomain interacting protein kinase 2
ZDB-GENE-031126-1,scarb1,"scavenger receptor class B, member 1"
ZDB-GENE-031201-3,smox,spermine oxidase
ZDB-GENE-031202-3,sp4,sp4 transcription factor
ZDB-GENE-031204-36,apof,apolipoprotein F
ZDB-GENE-031205-1,enpp6,ectonucleotide pyrophosphatase/phosphodiesterase 6
ZDB-GENE-031210-1,slc24a5,solute carrier family 24 member 5
ZDB-GENE-031212-1,gpc3,glypican 3
ZDB-GENE-031217-3,gja3,"gap junction protein, alpha 3"
ZDB-GENE-031219-2,cpvl,carboxypeptidase vitellogenic like
ZDB-GENE-031219-4,fa2h,fatty acid 2-hydroxylase
ZDB-GENE-031219-5,ca2,carbonic anhydrase II
ZDB-GENE-031219-6,ahcy,adenosylhomocysteinase
ZDB-GENE-031219-7,myo5b,myosin VB
ZDB-GENE-031222-1,pdzk1,PDZ domain containing 1
ZDB-GENE-031222-10,pde7a,phosphodiesterase 7A
ZDB-GENE-031222-3,slc13a1,solute carrier family 13 member 1
ZDB-GENE-040107-40,npb,neuropeptide B
ZDB-GENE-040107-41,scap,SREBF chaperone
ZDB-GENE-040109-1,nop56,NOP56 ribonucleoprotein homolog
ZDB-GENE-040109-3,ing3,"inhibitor of growth family, member 3"
ZDB-GENE-040109-4,sox7,SRY-box transcription factor 7
ZDB-GENE-040109-5,rps24,ribosomal protein S24
ZDB-GENE-040109-6,bnip2,BCL2 interacting protein 2
ZDB-GENE-040113-1,tekt2,tektin 2 (testicular)
ZDB-GENE-040116-1,arpc1a,"actin related protein 2/3 complex, subunit 1A"
ZDB-GENE-040116-5,fancd2,FA complementation group D2
ZDB-GENE-040116-6,pgam2,phosphoglycerate mutase 2 (muscle)
ZDB-GENE-040116-7,nfkbil1,nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor-like 1
ZDB-GENE-040121-1,mapk3,mitogen-activated protein kinase 3
ZDB-GENE-040128-1,trim71,"tripartite motif containing 71, E3 ubiquitin protein ligase"
ZDB-GENE-040202-1,insig2,insulin induced gene 2
ZDB-GENE-040213-2,cyp17a1,"cytochrome P450, family 17, subfamily A, polypeptide 1"
