zfin_id,zfin_symbol,zfin_name
ZDB-GENE-090313-350,fbxo41,F-box protein 41
ZDB-GENE-090313-352,zbtb46,zinc finger and BTB domain containing 46
ZDB-GENE-090313-353,lmod3,leiomodin 3 (fetal)
ZDB-GENE-090313-357,plekhn1,"pleckstrin homology domain containing, family N member 1"
ZDB-GENE-090313-361,tmem109,transmembrane protein 109
ZDB-GENE-090313-370,tmprss12,transmembrane serine protease 12
ZDB-GENE-090313-372,ntsr1,neurotensin receptor 1 (high affinity)
ZDB-GENE-090313-378,hpse2,heparanase 2
ZDB-GENE-090313-379,haspin,histone H3 associated protein kinase
ZDB-GENE-090313-383,ankrd2,ankyrin repeat domain 2 (stretch responsive muscle)
ZDB-GENE-090313-384,pam,peptidylglycine alpha-amidating monooxygenase
ZDB-GENE-090313-386,samhd1,SAM domain and HD domain 1
ZDB-GENE-090313-391,asb18,ankyrin repeat and SOCS box containing 18
ZDB-GENE-090313-405,caly,calcyon neuron-specific vesicular protein
ZDB-GENE-090313-408,prkx,protein kinase X-linked
ZDB-GENE-090313-409,cntln,"centlein, centrosomal protein"
ZDB-GENE-090313-412,map3k1,"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase"
ZDB-GENE-090313-43,palb2,partner and localizer of BRCA2
ZDB-GENE-090313-45,prss12,serine protease 12
ZDB-GENE-090313-46,pigt,"phosphatidylinositol glycan anchor biosynthesis, class T"
ZDB-GENE-090313-47,wfdc2,WAP four-disulfide core domain 2
ZDB-GENE-090313-49,camkmt,calmodulin-lysine N-methyltransferase
ZDB-GENE-090313-5,gp9,glycoprotein IX platelet
ZDB-GENE-090313-6,camta2,calmodulin binding transcription activator 2
ZDB-GENE-090313-63,dnaaf9,dynein axonemal assembly factor 9
ZDB-GENE-090313-64,ky,kyphoscoliosis peptidase
ZDB-GENE-090313-66,coa8,cytochrome c oxidase assembly factor 8
ZDB-GENE-090313-68,cpe,carboxypeptidase E
ZDB-GENE-090313-7,fastkd2,FAST kinase domains 2
ZDB-GENE-090313-71,dna2,DNA replication helicase/nuclease 2
ZDB-GENE-090313-72,hck,"HCK proto-oncogene, Src family tyrosine kinase"
ZDB-GENE-090313-79,fbxw7,F-box and WD repeat domain containing 7
ZDB-GENE-090313-83,arhgef38,Rho guanine nucleotide exchange factor (GEF) 38
ZDB-GENE-090313-95,cd40,"CD40 molecule, TNF receptor superfamily member 5"
ZDB-GENE-090313-98,kiaa1109,KIAA1109
ZDB-GENE-090319-4,gphb5,glycoprotein hormone subunit beta 5
ZDB-GENE-090319-5,sos2,son of sevenless homolog 2 (Drosophila)
ZDB-GENE-090407-1,glra2,"glycine receptor, alpha 2"
ZDB-GENE-090409-1,rflnb,refilin B
ZDB-GENE-090409-3,htr1d,"5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled"
ZDB-GENE-090410-1,chst8,carbohydrate (N-acetylgalactosamine 4-0) sulfotransferase 8
ZDB-GENE-090417-1,cep43,centrosomal protein 43
ZDB-GENE-090417-2,gnas,GNAS complex locus
ZDB-GENE-090420-3,gnaz,"guanine nucleotide binding protein (G protein), alpha z polypeptide"
ZDB-GENE-090421-1,ankhd1,ankyrin repeat and KH domain containing 1
ZDB-GENE-090421-2,pde6b,"phosphodiesterase 6B, cGMP-specific, rod, beta"
ZDB-GENE-090421-4,rufy1,RUN and FYVE domain containing 1
ZDB-GENE-090422-1,apc2,APC regulator of WNT signaling pathway 2
ZDB-GENE-090428-2,thumpd2,THUMP domain containing 2
ZDB-GENE-090505-4,erlin2,ER lipid raft associated 2
ZDB-GENE-090506-7,ccbe1,collagen and calcium binding EGF domains 1
ZDB-GENE-090506-9,smc1a,structural maintenance of chromosomes 1A
ZDB-GENE-090507-4,tuba1a,"tubulin, alpha 1a"
ZDB-GENE-090508-16,cep131,centrosomal protein 131
ZDB-GENE-090508-7,lsm10,"LSM10, U7 small nuclear RNA associated"
ZDB-GENE-090512-5,eml6,EMAP like 6
ZDB-GENE-090512-6,trim16,tripartite motif containing 16
ZDB-GENE-090512-7,dgke,"diacylglycerol kinase, epsilon"
ZDB-GENE-090514-2,cacna1g,"calcium channel, voltage-dependent, T type, alpha 1G subunit"
ZDB-GENE-090521-3,slc23a2,solute carrier family 23 member 2
ZDB-GENE-090521-5,tacc1,"transforming, acidic coiled-coil containing protein 1"
ZDB-GENE-090527-1,syt17,synaptotagmin XVII
ZDB-GENE-090527-2,syt15,synaptotagmin XV
ZDB-GENE-090529-1,spdef,SAM pointed domain containing ets transcription factor
ZDB-GENE-090529-5,elk1,ETS transcription factor ELK1
ZDB-GENE-090601-1,syt3,synaptotagmin III
ZDB-GENE-090601-4,nt5m,"5',3'-nucleotidase, mitochondrial"
ZDB-GENE-090603-1,ccdc57,coiled-coil domain containing 57
ZDB-GENE-090605-1,rph3al,rabphilin 3A-like (without C2 domains)
ZDB-GENE-090608-1,pcsk2,proprotein convertase subtilisin/kexin type 2
ZDB-GENE-090608-2,bfsp1,"beaded filament structural protein 1, filensin"
ZDB-GENE-090608-3,pcdh17,protocadherin 17
ZDB-GENE-090609-2,fuz,fuzzy planar cell polarity protein
ZDB-GENE-090609-4,fat4,FAT atypical cadherin 4
ZDB-GENE-090609-5,rttn,rotatin
ZDB-GENE-090612-2,terf1,telomeric repeat binding factor (NIMA-interacting) 1
ZDB-GENE-090615-1,doc2b,double C2 domain beta
ZDB-GENE-090626-2,tbx22,T-box transcription factor 22
ZDB-GENE-090629-2,f8,"coagulation factor VIII, procoagulant component"
ZDB-GENE-090630-1,lrrc32,leucine rich repeat containing 32
ZDB-GENE-090706-1,doc2a,"double C2-like domains, alpha"
ZDB-GENE-090709-1,nms,neuromedin S
ZDB-GENE-090713-1,raver2,"ribonucleoprotein, PTB-binding 2"
ZDB-GENE-090714-1,paqr6,progestin and adipoQ receptor family member VI
ZDB-GENE-090715-1,upf2,UPF2 regulator of nonsense mediated mRNA decay
ZDB-GENE-090721-1,skap1,src kinase associated phosphoprotein 1
ZDB-GENE-090730-1,megf8,multiple EGF-like-domains 8
ZDB-GENE-090804-1,akap11,A kinase (PRKA) anchor protein 11
ZDB-GENE-090805-2,tnfsf11,TNF superfamily member 11
ZDB-GENE-090806-1,scxb,scleraxis bHLH transcription factor b
ZDB-GENE-090806-2,mroh1,maestro heat-like repeat family member 1
ZDB-GENE-090806-3,msc,musculin (activated B-cell factor-1)
ZDB-GENE-090806-4,tcf24,transcription factor 24
ZDB-GENE-090806-5,tcf23,transcription factor 23
ZDB-GENE-090807-3,tfeb,transcription factor EB
ZDB-GENE-090810-1,tfap4,transcription factor AP-4 (activating enhancer binding protein 4)
ZDB-GENE-090811-1,npas3,neuronal PAS domain protein 3
ZDB-GENE-090812-3,srebf1,sterol regulatory element binding transcription factor 1
ZDB-GENE-090812-5,frmd8,FERM domain containing 8
ZDB-GENE-090814-1,tcf4,transcription factor 4
ZDB-GENE-090819-1,plekhg2,"pleckstrin homology domain containing, family G (with RhoGef domain) member 2"
ZDB-GENE-090821-1,lrp6,low density lipoprotein receptor-related protein 6
ZDB-GENE-090821-7,rigi,RNA sensor RIG-I
ZDB-GENE-090824-2,dnase2b,deoxyribonuclease II beta
ZDB-GENE-090827-1,rps6ka2,"ribosomal protein S6 kinase, polypeptide 2"
ZDB-GENE-090831-1,gng4,"guanine nucleotide binding protein (G protein), gamma 4"
ZDB-GENE-090831-2,pde1a,"phosphodiesterase 1A, calmodulin-dependent"
ZDB-GENE-090831-3,kcnb1,"potassium voltage-gated channel, Shab-related subfamily, member 1"
ZDB-GENE-090901-1,kif13a,kinesin family member 13A
ZDB-GENE-090908-1,atxn1l,ataxin 1-like
ZDB-GENE-090908-2,ints5,integrator complex subunit 5
ZDB-GENE-090909-1,tdp1,tyrosyl-DNA phosphodiesterase 1
ZDB-GENE-090914-1,rpap1,RNA polymerase II associated protein 1
ZDB-GENE-090915-5,mrc2,"mannose receptor, C-type 2"
ZDB-GENE-090918-1,nlgn1,neuroligin 1
ZDB-GENE-090929-1,fancm,FA complementation group M
ZDB-GENE-091001-1,efhb,"EF-hand domain family, member B"
ZDB-GENE-091006-3,macc1,MET transcriptional regulator MACC1
ZDB-GENE-091006-4,ehbp1,EH domain binding protein 1
ZDB-GENE-091012-1,slc22a5,solute carrier family 22 member 5
ZDB-GENE-091014-3,amotl1,angiomotin like 1
ZDB-GENE-091015-1,pcdh9,protocadherin 9
ZDB-GENE-091015-3,dyrk4,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 4
ZDB-GENE-091020-1,gng10,"guanine nucleotide binding protein (G protein), gamma 10"
ZDB-GENE-091020-11,cobl,cordon-bleu WH2 repeat protein
ZDB-GENE-091020-13,dbf4,DBF4-CDC7 kinase regulatory subunit
ZDB-GENE-091020-5,chn2,chimerin 2
ZDB-GENE-091020-7,nacad,NAC alpha domain containing
ZDB-GENE-091020-8,tbrg4,transforming growth factor beta regulator 4
ZDB-GENE-091029-1,gpha2,glycoprotein hormone subunit alpha 2
ZDB-GENE-091110-1,vps13b,vacuolar protein sorting 13 homolog B
ZDB-GENE-091110-2,ubr1,ubiquitin protein ligase E3 component n-recognin 1
ZDB-GENE-091110-3,tmem87b,transmembrane protein 87B
ZDB-GENE-091111-3,atg9b,autophagy related 9B
ZDB-GENE-091112-2,recql4,RecQ helicase-like 4
ZDB-GENE-091112-7,dnah3,dynein axonemal heavy chain 3
ZDB-GENE-091113-24,ppp3ca,"protein phosphatase 3, catalytic subunit, alpha isozyme"
ZDB-GENE-091113-37,prex2,"phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2"
ZDB-GENE-091113-62,myorg,myogenesis regulating glycosidase
ZDB-GENE-091116-1,ptbp3,polypyrimidine tract binding protein 3
ZDB-GENE-091116-14,atp8b1,ATPase phospholipid transporting 8B1
ZDB-GENE-091116-25,spata13,spermatogenesis associated 13
ZDB-GENE-091116-39,kpna1,karyopherin alpha 1 (importin alpha 5)
ZDB-GENE-091116-41,kcnn2,potassium calcium-activated channel subfamily N member 2
ZDB-GENE-091116-62,zfyve16,"zinc finger, FYVE domain containing 16"
ZDB-GENE-091116-9,asxl1,ASXL transcriptional regulator 1
ZDB-GENE-091117-14,duox,dual oxidase
ZDB-GENE-091117-28,mapk9,mitogen-activated protein kinase 9
ZDB-GENE-091117-3,pde8b,phosphodiesterase 8B
ZDB-GENE-091117-41,gnpda2,glucosamine-6-phosphate deaminase 2
ZDB-GENE-091117-45,ccny,cyclin Y
ZDB-GENE-091118-112,rab9b,"RAB9B, member RAS oncogene family"
ZDB-GENE-091118-114,sbk1,SH3 domain binding kinase 1
ZDB-GENE-091118-115,itga1,"integrin, alpha 1"
ZDB-GENE-091118-124,rasgrp2,RAS guanyl releasing protein 2 (calcium and DAG-regulated)
ZDB-GENE-091118-127,apbb1,"amyloid beta (A4) precursor protein-binding, family B, member 1 (Fe65)"
ZDB-GENE-091118-129,gfi1b,growth factor independent 1B transcription repressor
ZDB-GENE-091118-20,arhgap24,Rho GTPase activating protein 24
ZDB-GENE-091118-28,tbc1d22b,"TBC1 domain family, member 22B"
ZDB-GENE-091118-44,tent5d,terminal nucleotidyltransferase 5D
ZDB-GENE-091118-65,gabrg2,gamma-aminobutyric acid type A receptor subunit gamma2
ZDB-GENE-091118-71,pou6f2,POU class 6 homeobox 2
ZDB-GENE-091118-73,lrrc34,leucine rich repeat containing 34
ZDB-GENE-091118-8,wwc1,WW and C2 domain containing 1
ZDB-GENE-091118-89,gfod1,glucose-fructose oxidoreductase domain containing 1
ZDB-GENE-091118-90,ptprh,protein tyrosine phosphatase receptor type H
ZDB-GENE-091118-94,cetn2,"centrin, EF-hand protein, 2"
ZDB-GENE-091118-97,prr11,proline rich 11
ZDB-GENE-091120-9,nox5,"NADPH oxidase, EF-hand calcium binding domain 5"
ZDB-GENE-091202-2,tmcc2,transmembrane and coiled-coil domain family 2
ZDB-GENE-091202-6,fam98a,family with sequence similarity 98 member A
ZDB-GENE-091202-7,birc6,baculoviral IAP repeat containing 6
ZDB-GENE-091202-8,ltbp1,latent transforming growth factor beta binding protein 1
ZDB-GENE-091204-111,uvssa,UV-stimulated scaffold protein A
ZDB-GENE-091204-117,nphp3,nephronophthisis 3
ZDB-GENE-091204-123,ppp1r17,protein phosphatase 1 regulatory subunit 17
ZDB-GENE-091204-124,oma1,OMA1 zinc metallopeptidase
ZDB-GENE-091204-125,ppip5k2,diphosphoinositol pentakisphosphate kinase 2
ZDB-GENE-091204-127,ltn1,listerin E3 ubiquitin protein ligase 1
ZDB-GENE-091204-137,selenoi,selenoprotein I
ZDB-GENE-091204-142,atg2a,autophagy related 2A
ZDB-GENE-091204-144,tmlhe,"trimethyllysine hydroxylase, epsilon"
ZDB-GENE-091204-155,acer3,alkaline ceramidase 3
ZDB-GENE-091204-156,gzma,granzyme A
ZDB-GENE-091204-162,sez6l,seizure related 6 homolog (mouse)-like
ZDB-GENE-091204-170,akna,AT-hook transcription factor
ZDB-GENE-091204-173,katnip,katanin interacting protein
ZDB-GENE-091204-186,sh3kbp1,SH3-domain kinase binding protein 1
ZDB-GENE-091204-188,grpel2,"GrpE-like 2, mitochondrial"
ZDB-GENE-091204-189,sez6l2,seizure related 6 homolog (mouse)-like 2
ZDB-GENE-091204-190,rhobtb3,Rho related BTB domain containing 3
ZDB-GENE-091204-198,fbxw9,F-box and WD repeat domain containing 9
ZDB-GENE-091204-2,dip2a,DIP2 acetate--CoA ligase A
ZDB-GENE-091204-20,havcr2,hepatitis A virus cellular receptor 2
ZDB-GENE-091204-207,ccar2,cell cycle and apoptosis regulator 2
ZDB-GENE-091204-217,plcxd2,"phosphatidylinositol-specific phospholipase C, X domain containing 2"
ZDB-GENE-091204-218,ccdc134,coiled-coil domain containing 134
ZDB-GENE-091204-246,map3k15,mitogen-activated protein kinase kinase kinase 15
ZDB-GENE-091204-262,pkia,cAMP-dependent protein kinase inhibitor alpha
ZDB-GENE-091204-268,sh3bp2,SH3-domain binding protein 2
ZDB-GENE-091204-269,fam89b,family with sequence similarity 89 member B
ZDB-GENE-091204-277,rce1b,Ras converting CAAX endopeptidase 1b
ZDB-GENE-091204-279,smg8,SMG8 nonsense mediated mRNA decay factor
ZDB-GENE-091204-282,gadd45gip1,"growth arrest and DNA-damage-inducible, gamma interacting protein 1"
ZDB-GENE-091204-284,dbn1,drebrin 1
ZDB-GENE-091204-296,dnaaf3,dynein axonemal assembly factor 3
ZDB-GENE-091204-298,anapc13,anaphase promoting complex subunit 13
ZDB-GENE-091204-300,urm1,ubiquitin related modifier 1
ZDB-GENE-091204-306,bbx,BBX high mobility group box domain containing
ZDB-GENE-091204-308,zbtb38,zinc finger and BTB domain containing 38
ZDB-GENE-091204-314,mis18a,MIS18 kinetochore protein A
ZDB-GENE-091204-317,rbm11,RNA binding motif protein 11
ZDB-GENE-091204-321,rfxap,regulatory factor X-associated protein
ZDB-GENE-091204-329,eva1c,eva-1 homolog C (C. elegans)
ZDB-GENE-091204-331,cpa6,carboxypeptidase A6
ZDB-GENE-091204-339,cidea,cell death inducing DFFA like effector a
ZDB-GENE-091204-348,dym,dymeclin
ZDB-GENE-091204-349,exd3,exonuclease 3'-5' domain containing 3
ZDB-GENE-091204-352,gzmk,granzyme K
ZDB-GENE-091204-356,depdc5,"DEP domain containing 5, GATOR1 subcomplex subunit"
ZDB-GENE-091204-365,gabra3,gamma-aminobutyric acid type A receptor subunit alpha3
ZDB-GENE-091204-368,swi5,SWI5 homologous recombination repair protein
ZDB-GENE-091204-371,gng14,G protein subunit gamma 14
ZDB-GENE-091204-379,sun2,Sad1 and UNC84 domain containing 2
ZDB-GENE-091204-381,trabd2b,TraB domain containing 2B
ZDB-GENE-091204-385,shroom1,shroom family member 1
ZDB-GENE-091204-387,haus1,"HAUS augmin-like complex, subunit 1"
ZDB-GENE-091204-394,rpgrip1,RPGR interacting protein 1
ZDB-GENE-091204-395,tex15,"testis expressed 15, meiosis and synapsis associated"
ZDB-GENE-091204-397,tmem108,transmembrane protein 108
ZDB-GENE-091204-398,ccdc178,coiled-coil domain containing 178
ZDB-GENE-091204-402,pdk1,"pyruvate dehydrogenase kinase, isozyme 1"
ZDB-GENE-091204-407,ndufb3,NADH:ubiquinone oxidoreductase subunit B3
ZDB-GENE-091204-420,vav2,vav guanine nucleotide exchange factor 2
ZDB-GENE-091204-424,stx2b,syntaxin 2b
ZDB-GENE-091204-429,mgat4c,mgat4 family member C
ZDB-GENE-091204-433,nts,neurotensin
ZDB-GENE-091204-439,bicdl1,BICD family like cargo adaptor 1
ZDB-GENE-091204-444,galnt13,polypeptide N-acetylgalactosaminyltransferase 13
ZDB-GENE-091204-449,caps2,calcyphosine 2
ZDB-GENE-091204-454,rnf122,ring finger protein 122
ZDB-GENE-091204-457,cmklr2,chemerin chemokine-like receptor 2
ZDB-GENE-091204-461,garre1,granule associated Rac and RHOG effector 1
ZDB-GENE-091204-465,mtmr3,myotubularin related protein 3
ZDB-GENE-091204-466,fbn1,fibrillin 1
ZDB-GENE-091204-470,rassf9,Ras association domain family member 9
ZDB-GENE-091204-471,elmod3,ELMO/CED-12 domain containing 3
ZDB-GENE-091204-50,cfap70,cilia and flagella associated protein 70
ZDB-GENE-091204-56,meiosin,meiosis initiator
ZDB-GENE-091204-65,dlec1,DLEC1 cilia and flagella associated protein
ZDB-GENE-091204-80,pigo,"phosphatidylinositol glycan anchor biosynthesis, class O"
ZDB-GENE-091204-83,tmprss15,transmembrane serine protease 15
ZDB-GENE-091204-90,pstpip2,proline-serine-threonine phosphatase interacting protein 2
ZDB-GENE-091204-92,cplane1,ciliogenesis and planar polarity effector 1
ZDB-GENE-091207-2,med11,mediator complex subunit 11
ZDB-GENE-091207-3,trib2,tribbles pseudokinase 2
ZDB-GENE-091207-4,trib1,tribbles pseudokinase 1
ZDB-GENE-091208-1,acot12,acyl-CoA thioesterase 12
ZDB-GENE-091217-1,smc1b,structural maintenance of chromosomes 1B
ZDB-GENE-091217-2,pds5b,PDS5 cohesin associated factor B
ZDB-GENE-091218-2,tpbg,trophoblast glycoprotein
ZDB-GENE-091218-3,ube3d,ubiquitin protein ligase E3D
ZDB-GENE-091230-1,pear1,platelet endothelial aggregation receptor 1
ZDB-GENE-091230-2,srxn1,sulfiredoxin 1 homolog (S. cerevisiae)
ZDB-GENE-091230-4,inka2,inka box actin regulator 2
ZDB-GENE-100105-2,slc46a3,solute carrier family 46 member 3
ZDB-GENE-100105-3,thsd1,"thrombospondin, type I, domain containing 1"
ZDB-GENE-100107-1,gdf2,growth differentiation factor 2
ZDB-GENE-100112-1,ndufaf6,NADH:ubiquinone oxidoreductase complex assembly factor 6
ZDB-GENE-100203-1,tbkbp1,TBK1 binding protein 1
ZDB-GENE-100203-2,ppp1r3f,"protein phosphatase 1, regulatory subunit 3F"
ZDB-GENE-100204-1,il4,interleukin 4
ZDB-GENE-100209-1,rnf6,ring finger protein (C3H2C3 type) 6
ZDB-GENE-100209-2,atp8a2,ATPase phospholipid transporting 8A2
ZDB-GENE-100209-3,gpr12,G protein-coupled receptor 12
ZDB-GENE-100210-2,usp18,ubiquitin specific peptidase 18
ZDB-GENE-100210-4,usp31,ubiquitin specific peptidase 31
ZDB-GENE-100210-5,usp32,ubiquitin specific peptidase 32
ZDB-GENE-100210-6,usp34,ubiquitin specific peptidase 34
ZDB-GENE-100211-2,usp45,ubiquitin specific peptidase 45
ZDB-GENE-100212-1,otud7a,OTU deubiquitinase 7A
ZDB-GENE-100212-2,tnfaip3,"tumor necrosis factor, alpha-induced protein 3"
ZDB-GENE-100215-1,brcc3,"BRCA1/BRCA2-containing complex, subunit 3"
ZDB-GENE-100215-2,eif3f,"eukaryotic translation initiation factor 3, subunit F"
ZDB-GENE-100215-4,stambpl1,STAM binding protein-like 1
ZDB-GENE-100217-1,dync2h1,dynein cytoplasmic 2 heavy chain 1
ZDB-GENE-100219-1,card11,"caspase recruitment domain family, member 11"
ZDB-GENE-100219-2,bcl10,BCL10 immune signaling adaptor
ZDB-GENE-100226-1,mmp28,matrix metallopeptidase 28
ZDB-GENE-100226-2,mmp21,matrix metallopeptidase 21
ZDB-GENE-100308-3,mmp19,matrix metallopeptidase 19
ZDB-GENE-100311-1,rundc1,RUN domain containing 1
ZDB-GENE-100311-2,ifi35,interferon-induced protein 35
ZDB-GENE-100311-3,ppfia3,PTPRF interacting protein alpha 3
ZDB-GENE-100316-3,gpr75,G protein-coupled receptor 75
ZDB-GENE-100316-5,ablim2,"actin binding LIM protein family, member 2"
ZDB-GENE-100316-6,afap1,actin filament associated protein 1
ZDB-GENE-100316-7,odad2,outer dynein arm docking complex subunit 2
ZDB-GENE-100316-8,map3k8,mitogen-activated protein kinase kinase kinase 8
ZDB-GENE-100318-1,afap1l2,actin filament associated protein 1-like 2
ZDB-GENE-100318-2,nhlrc2,NHL repeat containing 2
ZDB-GENE-100318-4,neurl4,neuralized E3 ubiquitin protein ligase 4
ZDB-GENE-100318-5,zbtb4,zinc finger and BTB domain containing 4
ZDB-GENE-100319-1,dpy19l3,dpy-19 like C-mannosyltransferase 3
ZDB-GENE-100322-2,tshz2,teashirt zinc finger homeobox 2
ZDB-GENE-100326-1,tnrc18,trinucleotide repeat containing 18
ZDB-GENE-100330-1,zc3h4,zinc finger CCCH-type containing 4
ZDB-GENE-100405-2,kcnk18,"potassium channel, subfamily K, member 18"
ZDB-GENE-100405-3,hectd2,HECT domain containing 2
ZDB-GENE-100405-4,wdpcp,WD repeat containing planar cell polarity effector
ZDB-GENE-100405-5,sanbr,SANT and BTB domain regulator of CSR
ZDB-GENE-100408-1,kctd20,potassium channel tetramerization domain containing 20
ZDB-GENE-100408-4,rilp,Rab interacting lysosomal protein
ZDB-GENE-100408-5,git1,G protein-coupled receptor kinase interacting ArfGAP 1
ZDB-GENE-100412-1,asxl2,ASXL transcriptional regulator 2
ZDB-GENE-100414-1,cxcr2,chemokine (C-X-C motif) receptor 2
ZDB-GENE-100415-1,tymp,thymidine phosphorylase
ZDB-GENE-100419-2,gpr68,G protein-coupled receptor 68
ZDB-GENE-100419-3,ccdc88c,coiled-coil and HOOK domain protein 88C
ZDB-GENE-100422-1,peak1,pseudopodium-enriched atypical kinase 1
ZDB-GENE-100422-10,fjx1,four-jointed box kinase 1
ZDB-GENE-100422-15,ttc17,tetratricopeptide repeat domain 17
ZDB-GENE-100422-17,isg20,interferon stimulated exonuclease gene
ZDB-GENE-100422-19,ninj2,ninjurin 2
ZDB-GENE-100426-1,epgn,epithelial mitogen homolog (mouse)
ZDB-GENE-100426-6,aldh1l2,"aldehyde dehydrogenase 1 family, member L2"
ZDB-GENE-100427-1,nopchap1,NOP protein chaperone 1
ZDB-GENE-100427-3,uqcc6,ubiquinol-cytochrome c reductase complex assembly factor 6
ZDB-GENE-100427-4,washc4,WASH complex subunit 4
ZDB-GENE-100427-6,nrtn,neurturin
ZDB-GENE-100428-1,crhr2,corticotropin releasing hormone receptor 2
ZDB-GENE-100514-3,arhgef37,Rho guanine nucleotide exchange factor (GEF) 37
ZDB-GENE-100519-1,sox13,SRY-box transcription factor 13
ZDB-GENE-100519-4,aldh1l1,"aldehyde dehydrogenase 1 family, member L1"
ZDB-GENE-100525-1,rbsn,"rabenosyn, RAB effector"
ZDB-GENE-100525-3,arid5a,AT-rich interactive domain 5A
ZDB-GENE-100609-1,prune,prune exopolyphosphatase
ZDB-GENE-100618-1,mia2,MIA SH3 domain ER export factor 2
ZDB-GENE-100618-2,fbxo33,F-box protein 33
ZDB-GENE-100618-3,insm2,insulinoma-associated 2
ZDB-GENE-100618-4,prorp,protein only RNase P catalytic subunit
ZDB-GENE-100624-1,dock3,dedicator of cytokinesis 3
ZDB-GENE-100629-1,pigu,"phosphatidylinositol glycan anchor biosynthesis, class U"
ZDB-GENE-100701-1,kcng2,"potassium voltage-gated channel, subfamily G, member 2"
ZDB-GENE-100712-2,rock1,"Rho-associated, coiled-coil containing protein kinase 1"
ZDB-GENE-100716-1,tepsin,TEPSIN adaptor related protein complex 4 accessory protein
ZDB-GENE-100716-3,bicral,BICRA like chromatin remodeling complex associated protein
ZDB-GENE-100716-4,ddx24,DEAD (Asp-Glu-Ala-Asp) box helicase 24
ZDB-GENE-100721-5,mypn,myopalladin
ZDB-GENE-100726-1,prok2,prokineticin 2
ZDB-GENE-100726-2,naglu,"N-acetylglucosaminidase, alpha"
ZDB-GENE-100726-3,nsun7,NOP2/Sun RNA methyltransferase family member 7
ZDB-GENE-100727-1,cd40lg,CD40 ligand
ZDB-GENE-100727-2,il13,interleukin 13
ZDB-GENE-100727-3,clip2,CAP-GLY domain containing linker protein 2
ZDB-GENE-100727-5,rab11fip2,RAB11 family interacting protein 2 (class I)
ZDB-GENE-100728-1,smarcc2,SWI/SNF related BAF chromatin remodeling complex subunit C2
ZDB-GENE-100728-2,itgb7,"integrin, beta 7"
ZDB-GENE-100802-1,stx1a,syntaxin 1A (brain)
ZDB-GENE-100805-2,c4b,complement C4B (Chido/Rodgers blood group)
ZDB-GENE-100805-3,rnf5,ring finger protein 5
ZDB-GENE-100806-1,snx20,sorting nexin 20
ZDB-GENE-100809-1,cpne8,copine VIII
ZDB-GENE-100812-1,mcf2l2,MCF.2 cell line derived transforming sequence-like 2
ZDB-GENE-100812-10,fes,"FES proto-oncogene, tyrosine kinase"
ZDB-GENE-100812-11,lmtk2,lemur tyrosine kinase 2
ZDB-GENE-100812-13,lmtk3,lemur tyrosine kinase 3
ZDB-GENE-100812-2,itgb6,"integrin, beta 6"
ZDB-GENE-100812-8,axl,AXL receptor tyrosine kinase
ZDB-GENE-100812-9,abl1,"abl oncogene 1, non-receptor tyrosine kinase"
ZDB-GENE-100818-1,tmem216,transmembrane protein 216
ZDB-GENE-100819-3,cachd1,cache domain containing 1
ZDB-GENE-100820-2,maml1,mastermind-like transcriptional coactivator 1
ZDB-GENE-100908-1,pcsk6,proprotein convertase subtilisin/kexin type 6
ZDB-GENE-100910-5,aff4,"AF4/FMR2 family, member 4"
ZDB-GENE-100917-1,poln,polymerase (DNA directed) nu
ZDB-GENE-100921-1,myh14,"myosin, heavy chain 14, non-muscle"
ZDB-GENE-100921-43,brwd3,bromodomain and WD repeat domain containing 3
ZDB-GENE-100921-55,cyth2,cytohesin 2
ZDB-GENE-100921-56,kcnn3,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3"
ZDB-GENE-100921-73,clstn3,calsyntenin 3
ZDB-GENE-100921-86,cfap418,cilia and flagella associated protein 418
ZDB-GENE-100921-92,epb41l4b,erythrocyte membrane protein band 4.1 like 4B
ZDB-GENE-100922-109,kcnv1,potassium voltage-gated channel modifier subfamily V member 1
ZDB-GENE-100922-117,podn,podocan
ZDB-GENE-100922-122,pfdn4,prefoldin subunit 4
ZDB-GENE-100922-124,otoa,otoancorin
ZDB-GENE-100922-125,ubxn11,UBX domain protein 11
ZDB-GENE-100922-133,gpr17,G protein-coupled receptor 17
ZDB-GENE-100922-142,rubcn,rubicon autophagy regulator
ZDB-GENE-100922-143,epm2a,"EPM2A glucan phosphatase, laforin"
ZDB-GENE-100922-148,tbc1d2b,"TBC1 domain family, member 2B"
ZDB-GENE-100922-157,arhgap19,Rho GTPase activating protein 19
ZDB-GENE-100922-163,cep192,centrosomal protein 192
ZDB-GENE-100922-168,hint3,histidine triad nucleotide binding protein 3
ZDB-GENE-100922-169,ikzf2,IKAROS family zinc finger 2
ZDB-GENE-100922-181,ttc29,tetratricopeptide repeat domain 29
ZDB-GENE-100922-200,cenpw,centromere protein W
ZDB-GENE-100922-201,cd79a,"CD79a molecule, immunoglobulin-associated alpha"
ZDB-GENE-100922-225,sphk2,sphingosine kinase 2
ZDB-GENE-100922-229,fbxo21,F-box protein 21
ZDB-GENE-100922-233,dus2,dihydrouridine synthase 2
